genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,combined_text
Electronic,Moby,Study War,1Qok7h119MjfxUq8tZnSg8,25,0.647,0.38,258267,0.516,0.095,G,0.255,-8.897,Minor,0.0334,104.71,4/4,0.0716,"artist: moby, track: study war, genre: electronic"
Opera,Giuseppe Verdi,"La traviata / Act 1: ""Libiamo ne'lieti calici"" - Live",2fLD7r6rrtpWQn93LcEx8y,39,0.96,0.381,185840,0.37,0.000209,A#,0.957,-15.308,Major,0.149,109.329,4/4,0.511,"artist: giuseppe verdi, track: la traviata  act 1: libiamo nelieti calici  live, genre: opera"
Rock,Mat Kearney,Face To Face,7H3nOoaHiPJPKadrHcMiex,57,0.243,0.68,223027,0.688,1.62e-06,F,0.138,-6.051,Major,0.034,103.951,4/4,0.397,"artist: mat kearney, track: face to face, genre: rock"
Folk,Florence + The Machine,Bedroom Hymns,5xJt5bwhmypiqHRVDjPGYH,47,0.102,0.533,181120,0.868,1.1e-05,E,0.405,-4.282,Minor,0.0485,106.0,4/4,0.241,"artist: florence  the machine, track: bedroom hymns, genre: folk"
Classical,Florence Beatrice Price,"Negro Folksongs in Counterpoint: No. 5, Swing Low, Sweet Chariot. Andantino",0c2bYVnUIlE2uGvAADcec4,31,0.935,0.208,301000,0.0957,0.581,C,0.0984,-21.794,Major,0.0461,87.218,4/4,0.173,"artist: florence beatrice price, track: negro folksongs in counterpoint: no 5, swing low, sweet chariot andantino, genre: classical"
Comedy,Bill Burr,My Theories,6ldL3RYifQfZOVp5nSbCNM,43,0.922,0.558,229680,0.79,0.0,C#,0.694,-9.725,Major,0.95,86.179,3/4,0.389,"artist: bill burr, track: my theories, genre: comedy"
World,The Souljazz Orchestra,Mista President (Remastered),5pQ677KR8eS6U4jUd6OJUY,41,0.0616,0.8,396774,0.913,0.467,F,0.166,-5.588,Minor,0.0646,119.997,4/4,0.911,"artist: the souljazz orchestra, track: mista president remastered, genre: world"
Rap,A Boogie Wit da Hoodie,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),1AH60dMaEfNjzDoUIFwIQi,71,0.035,0.611,258158,0.478,0.0,C,0.107,-5.839,Major,0.107,172.076,4/4,0.138,"artist: a boogie wit da hoodie, track: beast mode feat pnb rock  youngboy never broke again, genre: rap"
Dance,M.I.A.,Paper Planes - Diplo Street Remix,6RzgLIPAL0ikigYa3ufujc,43,0.026,0.447,225160,0.868,2.52e-06,D,0.73,-4.875,Major,0.234,85.873,4/4,0.42,"artist: mia, track: paper planes  diplo street remix, genre: dance"
Dance,O-Town,Liquid Dreams,2Pxzfzd1jaZT2F2uqLkZUr,46,0.0264,0.823,210400,0.7,0.0,C,0.0531,-5.042,Minor,0.035,108.019,4/4,0.75,"artist: otown, track: liquid dreams, genre: dance"
Children’s Music,Five Finger Death Punch,You're Not My Kind,3ZcoXVmncagpSSmEFBncTS,51,5.94e-05,0.544,201299,0.992,0.0,C#,0.0649,-3.986,Minor,0.0839,90.979,4/4,0.512,"artist: five finger death punch, track: youre not my kind, genre: childrens music"
Rap,Usher,Confessions,4719foL6R25RSHSJ1shNaj,59,0.178,0.83,260667,0.417,0.0,G#,0.0858,-7.559,Major,0.0423,115.985,4/4,0.559,"artist: usher, track: confessions, genre: rap"
Jazz,Ella Fitzgerald,It's Only A Paper Moon,5CMw1IWB7JOpUY9nk54n1K,50,0.958,0.732,156933,0.138,0.0,A#,0.107,-14.28,Major,0.0431,118.44,4/4,0.634,"artist: ella fitzgerald, track: its only a paper moon, genre: jazz"
Indie,Courtney Barnett,Need A Little Time,38O0SN9P3sC0UFLsgLqLju,50,0.0164,0.539,238253,0.642,0.00319,C,0.131,-5.726,Major,0.0314,101.957,4/4,0.273,"artist: courtney barnett, track: need a little time, genre: indie"
Movie,Dick Van Dyke,"Put on a Happy Face - from ""Bye Bye Birdie""",6afojTvEw7hfwwpqCKNBps,3,0.762,0.479,197880,0.293,0.000191,C#,0.133,-13.531,Minor,0.0929,173.345,4/4,0.733,"artist: dick van dyke, track: put on a happy face  from bye bye birdie, genre: movie"
Children’s Music,Hollywood Undead,Nobody's Watching,2DmbTDWgjXdRHLjqCcq4He,52,0.0269,0.628,238680,0.788,0.0,D,0.223,-2.844,Minor,0.047,117.031,4/4,0.122,"artist: hollywood undead, track: nobodys watching, genre: childrens music"
Soul,St. Lucia,Love Somebody,3pQgW59K5ltcwGuqONPoj9,44,0.121,0.562,300467,0.547,2.58e-06,C,0.159,-6.828,Minor,0.0329,142.578,4/4,0.503,"artist: st lucia, track: love somebody, genre: soul"
Alternative,Rammstein,Ich will,1SlMYQmLe0yNEvBIfaPTAW,56,0.00129,0.645,217107,0.902,0.00041,D,0.0922,-4.222,Major,0.0373,128.117,4/4,0.48,"artist: rammstein, track: ich will, genre: alternative"
Pop,The Goo Goo Dolls,Name,1G8jae4jD8mwkXdodqHsBM,68,0.0691,0.464,270000,0.701,0.00182,A,0.0766,-5.943,Major,0.0341,73.97,4/4,0.407,"artist: the goo goo dolls, track: name, genre: pop"
Soul,Ms. Lauryn Hill,Just Like Water - Live,4GedwOz9QDga5UI6n1wUPW,43,0.886,0.489,369173,0.365,8.06e-06,C#,0.73,-14.716,Minor,0.101,80.018,4/4,0.649,"artist: ms lauryn hill, track: just like water  live, genre: soul"
Movie,Henri Salvador,Adieu Foulards Adieu Madras,7M1nC2vqXBSlkAfJsOvVx2,0,0.981,0.471,141177,0.0465,0.00334,C,0.238,-14.248,Major,0.0344,87.898,3/4,0.413,"artist: henri salvador, track: adieu foulards adieu madras, genre: movie"
Classical,Ludwig van Beethoven,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": III. Allegro ma non troppo - Presto",18C7cpBRoKLnZZoD3ModoL,28,0.989,0.291,490400,0.177,0.89,A#,0.108,-22.536,Minor,0.0355,135.735,4/4,0.158,"artist: ludwig van beethoven, track: piano sonata no 23 in f minor, op 57 appassionata: iii allegro ma non troppo  presto, genre: classical"
Electronic,Moby,Falling Rain and Light - Glory Remix,6W3RDYJQaEu5TavBGwXZe3,23,0.789,0.44,633347,0.644,0.862,G,0.0985,-9.994,Major,0.0479,104.923,4/4,0.281,"artist: moby, track: falling rain and light  glory remix, genre: electronic"
Comedy,Brian Regan,Money Confusion,2ruN12z9Y5snTcRA8SRBYn,31,0.936,0.57,344682,0.794,2.72e-06,C#,0.66,-10.526,Major,0.954,86.761,4/4,0.148,"artist: brian regan, track: money confusion, genre: comedy"
Blues,Robert Johnson,Milkcow's Calf Blues,0MVigLl3W2dJ8ZqbbCQjJn,24,0.925,0.681,137800,0.169,1.61e-05,G#,0.0868,-16.204,Minor,0.0981,94.447,4/4,0.367,"artist: robert johnson, track: milkcows calf blues, genre: blues"
Soul,Johnny Gill,There U Go,2ktjSreVH3T7598zGwBC56,49,0.0614,0.71,315227,0.553,0.0,G,0.102,-8.653,Minor,0.026,137.779,4/4,0.757,"artist: johnny gill, track: there u go, genre: soul"
Blues,Spirit,I Got a Line on You,0ZcrLDWPurCwZZpmuERnXE,30,0.102,0.433,159427,0.487,0.00455,B,0.353,-14.596,Minor,0.0326,149.574,4/4,0.822,"artist: spirit, track: i got a line on you, genre: blues"
Hip-Hop,Famous Dex,DEADPOOL,3EnH8eUV9l9eOXhhyszzVw,52,0.062,0.817,144000,0.485,0.0,A,0.111,-10.035,Minor,0.239,79.94,4/4,0.333,"artist: famous dex, track: deadpool, genre: hiphop"
Hip-Hop,Russ,Scared,3Zc922QGIRgdMRFa6qSiz7,64,0.652,0.597,179067,0.418,0.0,F,0.12,-10.03,Minor,0.177,129.948,4/4,0.313,"artist: russ, track: scared, genre: hiphop"
Alternative,The Temper Trap,Love Lost,5y1iInKBJiE9Qfi4eKOal9,45,0.0189,0.55,212320,0.574,0.568,G,0.109,-7.427,Major,0.0341,122.579,4/4,0.346,"artist: the temper trap, track: love lost, genre: alternative"
Rock,Brantley Gilbert,You Don't Know Her Like I Do,4WnY4W5KrqglCdIus8X9Bo,58,0.022,0.49,286520,0.716,0.00048,E,0.0526,-6.681,Major,0.0441,74.988,4/4,0.288,"artist: brantley gilbert, track: you dont know her like i do, genre: rock"
Hip-Hop,Smokepurpp,Geek A Lot,6iL9EPqcTA4Y1WfIQJUzhJ,50,0.0181,0.885,107983,0.582,0.0,C,0.17,-5.476,Minor,0.0453,125.047,4/4,0.465,"artist: smokepurpp, track: geek a lot, genre: hiphop"
Anime,Aqua Timez,Mask,5mwP9J9DNikj54CTM8fz0I,35,0.00131,0.532,292413,0.934,0.0,G#,0.124,-4.166,Major,0.0448,144.99,4/4,0.522,"artist: aqua timez, track: mask, genre: anime"
Ska,The Maytals,Johnny Cool Man,6tez8NCjKysMQC0FLzcHy4,21,0.159,0.892,195613,0.694,2.96e-06,E,0.251,-6.014,Major,0.0963,95.302,4/4,0.833,"artist: the maytals, track: johnny cool man, genre: ska"
Country,Todd Snider,Statistician's Blues - Live,1ft7pFHkKf7tCPMCzkwzc2,37,0.696,0.551,177987,0.493,0.0,A,0.959,-6.985,Major,0.0342,82.868,4/4,0.661,"artist: todd snider, track: statisticians blues  live, genre: country"
Jazz,Portico Quartet,Pompidou,0uPN7z6kEPNpibazWIDJaj,46,0.976,0.389,193067,0.178,0.963,C,0.136,-13.067,Minor,0.0308,171.716,3/4,0.357,"artist: portico quartet, track: pompidou, genre: jazz"
Reggaeton,Rauw Alejandro,Como Nunca,7cFbMeQ77ULMCbQZQqVU2o,40,0.0809,0.687,278570,0.431,0.0,D,0.182,-9.2,Minor,0.0486,119.999,4/4,0.185,"artist: rauw alejandro, track: como nunca, genre: reggaeton"
Children’s Music,Third Day,Cry Out To Jesus,0HgDYi8pYbkYYvatcNsrQZ,51,0.264,0.34,282333,0.619,0.0,C,0.143,-5.622,Major,0.0354,146.207,3/4,0.242,"artist: third day, track: cry out to jesus, genre: childrens music"
Reggaeton,Hector & Tito,Morena - Re-Mix,1ZE19OuOnqsMFB6V9Gtzcy,32,0.204,0.811,158373,0.75,0.0,E,0.0875,-5.338,Minor,0.0591,93.991,4/4,0.742,"artist: hector  tito, track: morena  remix, genre: reggaeton"
Movie,Martin & les fées,La petite flamme (par Lorie Pester),6ThMpx1IxBhrI1Jg3giWVv,6,0.796,0.782,134627,0.294,0.0,D#,0.134,-8.86,Minor,0.0401,116.993,3/4,0.617,"artist: martin  les fes, track: la petite flamme par lorie pester, genre: movie"
R&B,ELHAE,I.D.B.I.L.,7oANwRc0oyQdp6lN3W2wUW,45,0.563,0.605,304329,0.388,5.36e-06,C#,0.475,-11.169,Major,0.16,109.913,4/4,0.428,"artist: elhae, track: idbil, genre: rb"
World,Gipsy Kings,Tu Quieres Volver,7JeXvzvmoeIpY4RVQTd0mC,36,0.841,0.595,193227,0.794,0.00127,F,0.176,-8.059,Minor,0.0392,165.083,4/4,0.407,"artist: gipsy kings, track: tu quieres volver, genre: world"
Folk,Tedeschi Trucks Band,Bring It on Home to Me – Live at Spotify NYC,1vVegVTwSIsaPfJA91d7ju,47,0.322,0.316,255318,0.667,0.0,C,0.747,-5.399,Major,0.0419,194.081,3/4,0.692,"artist: tedeschi trucks band, track: bring it on home to me  live at spotify nyc, genre: folk"
World,Sinach,You Satisfy,5le7zbmKONvYhmSUOjOt4Q,28,0.665,0.402,476256,0.443,3.37e-06,F#,0.149,-7.945,Major,0.037,131.935,4/4,0.206,"artist: sinach, track: you satisfy, genre: world"
Folk,Mipso,Rocking Chair Blues,5FvVQ8Z1BMEr9ddaFdvd8I,43,0.933,0.465,258351,0.179,0.00127,E,0.114,-13.524,Major,0.0338,128.742,3/4,0.219,"artist: mipso, track: rocking chair blues, genre: folk"
Anime,MY FIRST STORY,Monolougue,0L66s0HopFTud4TuwcklzN,24,0.0233,0.363,93027,0.812,0.785,E,0.222,-9.253,Major,0.0455,188.145,4/4,0.474,"artist: my first story, track: monolougue, genre: anime"
Electronic,Virtual Riot,So Baked,0Zcf7rkCeyCw5DgpDtGGs8,37,0.0202,0.628,302897,0.971,0.092,F,0.0894,-3.018,Minor,0.0485,145.035,4/4,0.461,"artist: virtual riot, track: so baked, genre: electronic"
Classical,Frédéric Chopin,"12 Etudes, Op.25: No.6 in G sharp minor",4I1RVdVNYwCf17mqn0BiFA,32,0.984,0.31,130896,0.207,0.923,C#,0.0924,-22.729,Minor,0.0336,134.997,4/4,0.282,"artist: frdric chopin, track: 12 etudes, op25: no6 in g sharp minor, genre: classical"
Alternative,MIKE,Prayers,4cwfpmkkaUXGJEEwhPjg9j,42,0.121,0.285,185455,0.848,8.76e-05,D#,0.101,-8.809,Minor,0.514,81.465,5/4,0.577,"artist: mike, track: prayers, genre: alternative"
Comedy,Denis Leary,Asshole,5i0BBU8OZdD7EkYeA5WrSq,47,0.593,0.377,266173,0.67,0.0,D,0.155,-10.568,Major,0.233,172.307,3/4,0.641,"artist: denis leary, track: asshole, genre: comedy"
World,Rivers & Robots,You Saved My Soul,45TADaAANvRW361FGzVdIK,30,0.526,0.592,249302,0.542,0.004,C,0.139,-10.468,Major,0.0273,128.956,4/4,0.144,"artist: rivers  robots, track: you saved my soul, genre: world"
Pop,Bell Biv DeVoe,Poison,6m59VvDUi0UQsB2eZ9wVbH,68,0.00216,0.829,261853,0.573,0.00432,F#,0.612,-10.316,Minor,0.224,111.848,4/4,0.803,"artist: bell biv devoe, track: poison, genre: pop"
Soul,Martha Reeves & The Vandellas,(Love Is Like A) Heat Wave - Single Version,4y5c6RsmHzrNHqL1n8hMyI,47,0.517,0.51,165933,0.666,0.0139,C,0.339,-8.162,Minor,0.092,167.134,4/4,0.701,"artist: martha reeves  the vandellas, track: love is like a heat wave  single version, genre: soul"
Electronic,ATLiens,IMMA,72gzwCIiuhigAGECE7vDoT,40,0.00545,0.814,199385,0.747,0.412,B,0.114,-4.092,Minor,0.104,130.076,4/4,0.353,"artist: atliens, track: imma, genre: electronic"
Opera,Franz Lehár,Die lustige Witwe (The Merry Widow) (arr. R. Hayman): The Merry Widow Waltz,5FAHJLG2duHBPSy76VebbX,17,0.931,0.363,387027,0.3,0.902,G,0.3,-12.424,Major,0.0305,96.559,4/4,0.354,"artist: franz lehr, track: die lustige witwe the merry widow arr r hayman: the merry widow waltz, genre: opera"
Anime,Hitorie,Little Cry Baby,1ZwEOPKA6HyDGj7ckEtXpx,16,0.0158,0.492,289733,0.949,0.0,A,0.229,-3.699,Major,0.0599,104.024,4/4,0.555,"artist: hitorie, track: little cry baby, genre: anime"
Children's Music,Music For Little People Choir,Thank You Song,52P0FoURpkPUTop2XVMtMT,0,0.95,0.585,74853,0.0485,8.55e-05,D,0.568,-12.895,Major,0.0399,98.745,4/4,0.629,"artist: music for little people choir, track: thank you song, genre: childrens music"
Jazz,The Cat Empire,Barricades,32JIK3C9jDO5DfXOrDXmZX,46,0.0516,0.567,317507,0.566,0.0429,E,0.108,-8.007,Minor,0.0321,134.979,4/4,0.344,"artist: the cat empire, track: barricades, genre: jazz"
Movie,Martin & les fées,"Iris (par Paul Ventimila, Lorie Pester & Véronique Jannot)",13xfBYZGBhC2wrahxZuw4f,3,0.625,0.572,241467,0.23,0.0,G,0.0759,-13.841,Minor,0.668,77.085,3/4,0.574,"artist: martin  les fes, track: iris par paul ventimila, lorie pester  vronique jannot, genre: movie"
Rock,Dwight Yoakam,"Guitars, Cadillacs",3HtCJiLV8GH87AViMtUKhO,58,0.26,0.581,185240,0.917,0.179,A,0.141,-3.519,Major,0.0746,171.663,3/4,0.86,"artist: dwight yoakam, track: guitars, cadillacs, genre: rock"
Electronic,The Stone Roses,Ten Storey Love Song,0se4Vq1NigeLfnnd8xI91p,49,0.00349,0.403,269867,0.806,0.0042,D,0.248,-6.924,Major,0.0381,100.579,4/4,0.243,"artist: the stone roses, track: ten storey love song, genre: electronic"
Jazz,Bill Evans,Darn That Dream,1qTNMWo0Al8AfAX6aPGo6k,35,0.994,0.369,309667,0.0151,0.93,G,0.0829,-29.499,Major,0.0458,78.869,3/4,0.126,"artist: bill evans, track: darn that dream, genre: jazz"
Children's Music,Tom's Music Box,"Piano Sonata No. 1 in Fm, Op. 2, No. 1, II",0aNSvsWlsKTIPXZZIa2Ssx,16,0.938,0.764,62612,0.324,0.0194,F,0.112,-8.63,Major,0.0561,93.987,4/4,0.612,"artist: toms music box, track: piano sonata no 1 in fm, op 2, no 1, ii, genre: childrens music"
R&B,Boyz II Men,Let It Snow,5jFiyUs5R6kHuKbAs0ZU2s,42,0.719,0.697,251133,0.415,2.59e-05,C,0.115,-11.307,Major,0.0379,124.407,4/4,0.558,"artist: boyz ii men, track: let it snow, genre: rb"
Reggae,Damian Marley,Me Name Jr. Gong,3RAjbhz2rNIAyujNyumABN,50,0.142,0.805,230693,0.666,0.0,F#,0.0945,-5.195,Minor,0.0934,125.505,4/4,0.89,"artist: damian marley, track: me name jr gong, genre: reggae"
Opera,Bryn Terfel,Amazing Grace,78Apt5L69S7EvjT5I9qa1x,16,0.949,0.304,233747,0.282,0.000289,G,0.117,-12.648,Major,0.0338,80.09,3/4,0.171,"artist: bryn terfel, track: amazing grace, genre: opera"
Folk,The Japanese House,somethingfartoogoodtofeel,45THgkOUR50MWqw6I6F3lq,52,0.617,0.211,265897,0.407,0.00284,D,0.0937,-11.223,Major,0.0446,179.915,3/4,0.254,"artist: the japanese house, track: somethingfartoogoodtofeel, genre: folk"
Folk,U.S. Girls,Pearly Gates,0t8L9kP2PIg8WnJZc1sGhV,47,0.00239,0.581,242172,0.914,0.0672,G,0.357,-5.577,Major,0.0359,88.951,4/4,0.748,"artist: us girls, track: pearly gates, genre: folk"
Reggaeton,Calle 13,A Limpiar El Sucio,66BiFRIcXMTc1zxbU3Sh9a,25,0.484,0.618,253427,0.825,0.0,D,0.139,-6.014,Major,0.29,79.439,4/4,0.896,"artist: calle 13, track: a limpiar el sucio, genre: reggaeton"
Anime,Superfly,My Best Of My Life,2roG1kgVAehU0aXgZrOGVD,21,0.261,0.42,375920,0.613,0.0001,F#,0.166,-3.066,Minor,0.0316,75.003,4/4,0.44,"artist: superfly, track: my best of my life, genre: anime"
Soul,Always Never,No Good,4DEOpicfWBGQWUlajOgUcH,45,0.492,0.572,149333,0.653,1.32e-06,A,0.111,-5.595,Minor,0.0456,90.072,4/4,0.209,"artist: always never, track: no good, genre: soul"
Jazz,Taylor McFerrin,Postpartum,2Bh5yaioEoQ23XD8KVUlkN,32,0.00673,0.185,238960,0.595,0.0669,B,0.107,-9.05,Major,0.0557,105.874,3/4,0.163,"artist: taylor mcferrin, track: postpartum, genre: jazz"
Pop,Cardi B,Lick (feat. Offset),5XdHz3HfGGOsvdhe06oxts,65,0.159,0.838,233793,0.637,0.0,D,0.0704,-4.708,Major,0.22,116.077,4/4,0.352,"artist: cardi b, track: lick feat offset, genre: pop"
Rock,The Beatles,Eleanor Rigby - Remastered 2009,5GjPQ0eI7AgmOnADn1EO6Q,68,0.936,0.581,126533,0.28,1.56e-05,E,0.305,-9.091,Minor,0.0381,137.831,4/4,0.813,"artist: the beatles, track: eleanor rigby  remastered 2009, genre: rock"
Children’s Music,H.E.R.,Wait For It,2CcstVa4AIry0N18o0kChA,56,0.199,0.735,135800,0.347,4.36e-05,F,0.115,-14.819,Major,0.21,78.929,3/4,0.293,"artist: her, track: wait for it, genre: childrens music"
Rap,21 Savage,monster,2FUNBaa5DwItJtYEBgAblU,85,0.158,0.89,233040,0.607,0.000228,A,0.118,-6.916,Minor,0.124,134.022,4/4,0.224,"artist: 21 savage, track: monster, genre: rap"
Dance,Steve Winwood,While You See A Chance,3O454S9h7LuY4x6cBpnVDv,59,0.304,0.611,313493,0.584,0.000332,D,0.0578,-12.108,Major,0.0279,128.575,4/4,0.421,"artist: steve winwood, track: while you see a chance, genre: dance"
Rock,Phantogram,Fall In Love,5imUTBF35uIoABlV9g9da2,58,0.0416,0.348,223227,0.856,0.0,D,0.203,-3.216,Minor,0.0979,188.046,4/4,0.269,"artist: phantogram, track: fall in love, genre: rock"
Dance,Ciara,I Bet,6xSsJNkReuJzerqcIlBzBi,59,0.0808,0.739,287851,0.616,0.0,G#,0.0759,-7.246,Major,0.0621,129.016,4/4,0.341,"artist: ciara, track: i bet, genre: dance"
Children’s Music,R.LUM.R,Close Enough,6gHQIxtN5UwHJlEaUjcViK,50,0.0279,0.696,167759,0.61,0.000595,C,0.257,-7.462,Major,0.0622,99.98,4/4,0.403,"artist: rlumr, track: close enough, genre: childrens music"
Soundtrack,Jeremy Soule,Blood and Steel,425Vkd1jC6NkRg2UQTGDDt,42,0.591,0.222,130386,0.344,0.921,G,0.142,-14.59,Major,0.0464,125.459,3/4,0.0397,"artist: jeremy soule, track: blood and steel, genre: soundtrack"
Soul,Lady Wray,Do It Again,7cjbglDR6yec0j1gl92ApG,41,0.224,0.568,239347,0.607,0.000312,B,0.103,-7.976,Minor,0.0363,96.224,4/4,0.783,"artist: lady wray, track: do it again, genre: soul"
Opera,Anna Moffo,Verdi: La Traviata: Libiamo ne'lieti calici - Act One,4sgJPmF943ZQdJVigC1X4H,12,0.987,0.383,185440,0.288,0.0231,A#,0.673,-13.897,Major,0.0796,106.029,4/4,0.57,"artist: anna moffo, track: verdi: la traviata: libiamo nelieti calici  act one, genre: opera"
Reggaeton,Lito Kirino,Odio El Amor,6RrHwGyrIT6Ful2DjzWQ2x,21,0.114,0.679,192052,0.488,2.43e-06,G#,0.609,-9.284,Major,0.271,159.976,4/4,0.65,"artist: lito kirino, track: odio el amor, genre: reggaeton"
Ska,Screeching Weasel,Talk to Me Summer,59fiosSr0a3aIhHKss9oua,22,0.00157,0.19,112680,0.793,0.699,F#,0.0996,-4.509,Major,0.0424,200.202,4/4,0.685,"artist: screeching weasel, track: talk to me summer, genre: ska"
Electronic,RL Grime,Secondary,0rcMXdKFj3Vnr54PUWIve7,36,0.00122,0.445,186836,0.866,0.0,D,0.0225,-4.451,Major,0.182,149.896,4/4,0.263,"artist: rl grime, track: secondary, genre: electronic"
Folk,James Morrison,Undiscovered,4s7yCyLftaQL9rMhTeft6L,41,0.161,0.376,207333,0.775,0.0,D,0.105,-6.548,Major,0.0585,79.151,4/4,0.618,"artist: james morrison, track: undiscovered, genre: folk"
Comedy,David Cross,Black Stuff,3oDZ7wbrT5RuulTTKHsGSf,22,0.768,0.564,168400,0.37,0.0,G,0.784,-21.926,Major,0.924,75.251,3/4,0.1,"artist: david cross, track: black stuff, genre: comedy"
Opera,Giuseppe Verdi,La traviata: Libiamo ne'lieti calici,5gBOO3CiBBKEfZ4zTFivES,26,0.938,0.315,183800,0.229,0.000188,A#,0.216,-14.49,Major,0.0577,211.739,3/4,0.349,"artist: giuseppe verdi, track: la traviata: libiamo nelieti calici, genre: opera"
Rock,Days Of The New,Shelf In The Room,22N2t0FKbzllN3cyKcLcJs,53,0.0359,0.623,283973,0.594,0.000137,B,0.144,-8.994,Major,0.0263,128.936,4/4,0.336,"artist: days of the new, track: shelf in the room, genre: rock"
Country,I4NI,When I'm Gone,2LZnKHIeVzQUFQtC5j1Gr2,50,0.0816,0.679,279600,0.581,0.0,A,0.123,-6.904,Major,0.111,144.082,4/4,0.484,"artist: i4ni, track: when im gone, genre: country"
Comedy,Mike Birbiglia,Landfill Pretzels,227FZHsQue0rwTttrEJwtP,31,0.865,0.553,266093,0.839,0.0,C#,0.884,-7.069,Major,0.92,116.838,3/4,0.495,"artist: mike birbiglia, track: landfill pretzels, genre: comedy"
Classical,Ludwig van Beethoven,"Symphony No.2 in D, Op.36: 2. Larghetto",26N00Y47gD5PhdDh1gNP7J,23,0.981,0.312,660000,0.0419,0.761,A,0.169,-19.603,Major,0.0353,78.141,3/4,0.0897,"artist: ludwig van beethoven, track: symphony no2 in d, op36: 2 larghetto, genre: classical"
Opera,Richard Wagner,"Das Rheingold - Vorabend des Bühnenfestspiels ""Der Ring des Nibelungen"" / Dritte Szene: ""Hehe! hehe! hieher! hieher! Tückischer Zwerg!""",7ozDptEru0ZHbRAO1Jpwe2,3,0.944,0.42,172867,0.142,1.92e-06,F#,0.175,-22.44,Major,0.0941,93.114,5/4,0.22,"artist: richard wagner, track: das rheingold  vorabend des bhnenfestspiels der ring des nibelungen  dritte szene: hehe hehe hieher hieher tckischer zwerg, genre: opera"
Reggae,Katastro,Daddy's $$$,2MVTqA5qeNNKkCatbJWnTl,33,0.31,0.881,153000,0.772,0.00015,E,0.12,-4.556,Minor,0.0576,104.959,4/4,0.519,"artist: katastro, track: daddys , genre: reggae"
Rock,The War On Drugs,Pain,59P1nrdEImkAKa1nyW9X2e,63,0.00387,0.523,330760,0.833,0.000339,G,0.0841,-4.374,Minor,0.0405,115.975,4/4,0.482,"artist: the war on drugs, track: pain, genre: rock"
Dance,Jason Derulo,Wiggle (feat. Snoop Dogg),2sLwPnIP3CUVmIuHranJZU,61,0.0802,0.697,193296,0.621,0.0,A,0.162,-6.886,Minor,0.25,81.946,4/4,0.721,"artist: jason derulo, track: wiggle feat snoop dogg, genre: dance"
Movie,Voctave,Disney Showstoppers,7IRCb6V9F8GBCatQdJgLZh,43,0.85,0.438,219481,0.376,0.0,C,0.17,-10.338,Major,0.0381,126.354,5/4,0.618,"artist: voctave, track: disney showstoppers, genre: movie"
Classical,Morten Lauridsen,O Nata Lux,7y7sFmxlNdNNEcI9DPaHqS,29,0.972,0.189,251600,0.0807,0.376,G,0.296,-22.307,Major,0.0357,77.675,4/4,0.0373,"artist: morten lauridsen, track: o nata lux, genre: classical"
Classical,Jeff Loomis,Tragedy and Harmony,1MLDzI1sCN0cr9UmTwyDd0,34,4.12e-06,0.474,301013,0.972,0.0222,C#,0.098,-4.799,Major,0.143,135.05,4/4,0.409,"artist: jeff loomis, track: tragedy and harmony, genre: classical"
Classical,Dubravka Tomšič,Etude In C Minor Op.10/2 (Revolutionary),3E6PDLeZAUYoXoJBm6Kzzy,26,0.951,0.303,168640,0.137,0.858,C,0.0997,-20.517,Minor,0.0312,62.153,4/4,0.114,"artist: dubravka tomi, track: etude in c minor op102 revolutionary, genre: classical"
Indie,MercyMe,I Can Only Imagine,0lVYRIVjK77Z6uG2GgM8Kl,66,0.0909,0.407,248253,0.612,0.0,E,0.0914,-5.359,Major,0.0496,159.527,4/4,0.133,"artist: mercyme, track: i can only imagine, genre: indie"
Anime,Yasuharu Takanashi,Fuyuujima no Tami,757tiL6FSMaameNQ69tcIk,21,0.145,0.725,104813,0.529,6.13e-05,G,0.0999,-7.767,Major,0.0418,119.999,4/4,0.29,"artist: yasuharu takanashi, track: fuyuujima no tami, genre: anime"
Dance,Luis Fonsi,No Me Doy Por Vencido,4lerOTNr2tFWJCAmmhymhi,69,0.429,0.368,239400,0.649,0.0,D#,0.596,-5.866,Major,0.079,171.976,3/4,0.476,"artist: luis fonsi, track: no me doy por vencido, genre: dance"
